result_set,condition,env,variant,first_plan_edges_bucket,count,mean,std
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,horizon_threshold_only,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium100,original,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium100,original,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium100,original,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium100,original,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium100,original,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium100,original,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,original,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,original,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,original,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium100,original,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,original,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,original,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,original,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium100,original,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,original,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,original,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,original,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,planner_fallback_only,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium100,time_only,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,time_only,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,tuned_no_fallback,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,full_bars,3+,300,0.41333333333333333,0.493254385198226
stage18_medium100,unknown,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,reachability,3+,300,0.35,0.47776654295295456
stage18_medium100,unknown,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium100,unknown,antmaze-medium-diverse-v2,shortest,3+,300,0.29333333333333333,0.4560506142576407
stage18_medium100,unknown,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,full_bars,3+,300,0.49,0.5007352453674271
stage18_medium100,unknown,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,reachability,3+,300,0.30666666666666664,0.4618802153517005
stage18_medium100,unknown,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium100,unknown,antmaze-medium-play-v2,shortest,3+,300,0.21,0.4079887859958013
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,full_bars,3+,150,0.44,0.49804988833967995
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,reachability,3+,150,0.38,0.487012533774739
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,shortest,3+,150,0.2866666666666667,0.45371940397028415
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,full_bars,3+,150,0.5133333333333333,0.5014966414959999
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,reachability,3+,150,0.31333333333333335,0.46540257044058847
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium50,direct_goal_fallback,antmaze-medium-play-v2,shortest,3+,150,0.2,0.4013400372543906
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,direct_goal,0,150,0.006666666666666667,0.0816496580927726
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,direct_goal,0,150,0.0,0.0
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium50,direct_goal_only,antmaze-medium-play-v2,shortest,3+,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,3+,150,0.08666666666666667,0.2822885064873428
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,3+,150,0.08666666666666667,0.2822885064873428
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,3+,150,0.06,0.2382824447791588
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,direct_goal,0,0,,
